A,DANGER THIS COL MISSING FROM MP3 EXPORT FILE - MAY NOT IMPORT CORRECTLY!!2,Customer ID,IMF,E,F,G,Date,I,J,K,L,M,N,O,P,Q,R,S,T,Vista Order #,Amt Ordered,Phy PT Amt Del,SCDIO QTY Delivered,Source Filename,CSV Row Reference,Page,Primary,ROW,LEFT OFF AT 3992,,"VirtualPickTicket_ & U2 & "".html"""
OLD DATA,.,644-DEN1,41447,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,1779,3,0,.,VirtualPickTicket_1779.html,,,,13,,,
OLD DATA,.,644-DEN1,42166,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,1779,20,20,.,VirtualPickTicket_1779.html,,,,14,,,
OLD DATA,.,644-DEN1,42717,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,1779,8,0,.,VirtualPickTicket_1779.html,,,,15,,,
OLD DATA,.,644-DEN1,44133,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,1779,5,0,.,VirtualPickTicket_1779.html,,,,16,,,
OLD DATA,.,644-DEN1,78734,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,1779,150,0,.,VirtualPickTicket_1779.html,,,,17,,,
OLD DATA,.,644-CTSCAN,23341,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,12514,300,300,.,VirtualPickTicket_12514.html,,,,18,,,
OLD DATA,.,644-RAD209,22457,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,14,5,.,VirtualPickTicket_12528.html,,,,19,,,
OLD DATA,.,644-RAD209,22522,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,4,4,.,VirtualPickTicket_12528.html,,,,20,,,
OLD DATA,.,644-RAD209,22539,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,5,0,.,VirtualPickTicket_12528.html,,,,21,,,
OLD DATA,.,644-RAD209,22621,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,4,4,.,VirtualPickTicket_12528.html,,,,22,,,
OLD DATA,.,644-RAD209,26628,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,4,0,.,VirtualPickTicket_12528.html,,,,23,,,
OLD DATA,.,644-RAD209,26694,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,6,0,.,VirtualPickTicket_12528.html,,,,24,,,
OLD DATA,.,644-RAD209,29645,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,17,0,.,VirtualPickTicket_12528.html,,,,25,,,
OLD DATA,.,644-RAD209,31639,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,19,0,.,VirtualPickTicket_12528.html,,,,26,,,
OLD DATA,.,644-RAD209,33920,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,4,0,.,VirtualPickTicket_12528.html,,,,27,,,
OLD DATA,.,644-RAD209,36621,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,6,0,.,VirtualPickTicket_12528.html,,,,28,,,
OLD DATA,.,644-RAD209,41345,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,1,1,.,VirtualPickTicket_12528.html,,,,29,,,
OLD DATA,.,644-RAD209,42515,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12528,1,1,.,VirtualPickTicket_12528.html,,,,30,,,
OLD DATA,.,644-RAD219A,22533,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,2,2,.,VirtualPickTicket_12529.html,,,,31,,,
OLD DATA,.,644-RAD219A,29429,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,2,2,.,VirtualPickTicket_12529.html,,,,32,,,
OLD DATA,.,644-RAD219A,29474,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,15,15,.,VirtualPickTicket_12529.html,,,,33,,,
OLD DATA,.,644-RAD219A,40097,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,2,2,.,VirtualPickTicket_12529.html,,,,34,,,
OLD DATA,.,644-RAD219A,42571,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,1,0,.,VirtualPickTicket_12529.html,,,,35,,,
OLD DATA,.,644-RAD219A,42572,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,3,3,.,VirtualPickTicket_12529.html,,,,36,,,
OLD DATA,.,644-RAD219A,44084,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,17,17,.,VirtualPickTicket_12529.html,,,,37,,,
OLD DATA,.,644-RAD219A,44085,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,12529,15,13,.,VirtualPickTicket_12529.html,,,,38,,,
OLD DATA,.,644-RAD210,28807,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,12531,5,0,.,VirtualPickTicket_12531.html,,,,39,,,
OLD DATA,.,644-RAD210,32792,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,12531,30,50,.,VirtualPickTicket_12531.html,,,,40,,,
OLD DATA,.,644-RAD210,37405,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,12531,10,10,.,VirtualPickTicket_12531.html,,,,41,,,
OLD DATA,.,644-RAD210,42249,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,12531,15,15,.,VirtualPickTicket_12531.html,,,,42,,,
OLD DATA,.,644-RAD210,41263,.,.,.,4/29/2026,.,.,.,.,.,.,.,.,.,.,.,.,12538,12,12,.,VirtualPickTicket_12538.html,,,,43,,,
NEW DATA,.,644-IR REHAB,35486,.,.,.,4/22/2026,.,.,.,.,.,.,.,.,.,.,.,.,791168,60,30,.,VirtualPickTicket_791168.html,,,,44,,,
NEW DATA,.,644-IR REHAB,39199,.,.,.,4/22/2026,.,.,.,.,.,.,.,.,.,.,.,.,791168,10,13,.,VirtualPickTicket_791168.html,,,,45,,,
OLD DATA,.,644-ANES-2,19477,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,3,3,.,VirtualPickTicket_791518.html,,,,46,,,
OLD DATA,.,644-ANES-2,28534,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,10,10,.,VirtualPickTicket_791518.html,,,,47,,,
OLD DATA,.,644-ANES-2,28832,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,12,12,.,VirtualPickTicket_791518.html,,,,48,,,
OLD DATA,.,644-ANES-2,30549,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,2,2,.,VirtualPickTicket_791518.html,,,,49,,,
OLD DATA,.,644-ANES-2,30590,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,5,5,.,VirtualPickTicket_791518.html,,,,50,,,
OLD DATA,.,644-ANES-2,32038,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,6,6,.,VirtualPickTicket_791518.html,,,,51,,,
OLD DATA,.,644-ANES-2,37870,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,20,0,.,VirtualPickTicket_791518.html,,,,52,,,
OLD DATA,.,644-ANES-2,45192,.,.,.,4/28/2026,.,.,.,.,.,.,.,.,.,.,.,.,791518,25,25,.,VirtualPickTicket_791518.html,,,,53,,,
OLD DATA,.,644-ANES-1,1748,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,8,8,.,VirtualPickTicket_791519.html,,,,54,,,
OLD DATA,.,644-ANES-1,1994,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,30,30,.,VirtualPickTicket_791519.html,,,,55,,,
OLD DATA,.,644-ANES-1,2185,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,5,5,.,VirtualPickTicket_791519.html,,,,56,,,
OLD DATA,.,644-ANES-1,9427,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,50,50,.,VirtualPickTicket_791519.html,,,,57,,,
OLD DATA,.,644-ANES-1,9434,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,12,12,.,VirtualPickTicket_791519.html,,,,58,,,
OLD DATA,.,644-ANES-1,10934,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,50,50,.,VirtualPickTicket_791519.html,,,,59,,,
OLD DATA,.,644-ANES-1,10936,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,12,12,.,VirtualPickTicket_791519.html,,,,60,,,
OLD DATA,.,644-ANES-1,17770,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,20,20,.,VirtualPickTicket_791519.html,,,,61,,,
OLD DATA,.,644-ANES-1,22138,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,30,30,.,VirtualPickTicket_791519.html,,,,62,,,
OLD DATA,.,644-ANES-1,29309,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,10,10,.,VirtualPickTicket_791519.html,,,,63,,,
OLD DATA,.,644-ANES-1,35242,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,10,10,.,VirtualPickTicket_791519.html,,,,64,,,
OLD DATA,.,644-ANES-1,37636,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,10,10,.,VirtualPickTicket_791519.html,,,,65,,,
OLD DATA,.,644-ANES-1,41481,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,10,10,.,VirtualPickTicket_791519.html,,,,66,,,
OLD DATA,.,644-ANES-1,50641,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791519,15,15,.,VirtualPickTicket_791519.html,,,,67,,,
OLD DATA,.,644-CORE-7,2242,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791520,15,15,.,VirtualPickTicket_791520.html,,,,68,,,
OLD DATA,.,644-CORE-7,11674,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791520,4,4,.,VirtualPickTicket_791520.html,,,,69,,,
OLD DATA,.,644-CORE-7,20493,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791520,12,12,.,VirtualPickTicket_791520.html,,,,70,,,
OLD DATA,.,644-CORE-7,37662,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791520,3,3,.,VirtualPickTicket_791520.html,,,,71,,,
OLD DATA,.,644-CORE-3,27642,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791522,3,3,.,VirtualPickTicket_791522.html,,,,72,,,
OLD DATA,.,644-CORE-3,29956,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791522,4,2,.,VirtualPickTicket_791522.html,,,,73,,,
OLD DATA,.,644-CORE-3,48667,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791522,4,0,.,VirtualPickTicket_791522.html,,,,74,,,
OLD DATA,.,644-CORE-3,59409,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791522,2,2,.,VirtualPickTicket_791522.html,,,,75,,,
OLD DATA,.,644-ENDO,177,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,5,5,.,VirtualPickTicket_791523.html,,,,76,,,
OLD DATA,.,644-ENDO,1622,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,43,40,.,VirtualPickTicket_791523.html,,,,77,,,
OLD DATA,.,644-ENDO,2242,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,20,20,.,VirtualPickTicket_791523.html,,,,78,,,
OLD DATA,.,644-ENDO,4001,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,17,17,.,VirtualPickTicket_791523.html,,,,79,,,
OLD DATA,.,644-ENDO,5042,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,42,42,.,VirtualPickTicket_791523.html,,,,80,,,
OLD DATA,.,644-ENDO,9313,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,2,2,.,VirtualPickTicket_791523.html,,,,81,,,
OLD DATA,.,644-ENDO,9626,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,5,5,.,VirtualPickTicket_791523.html,,,,82,,,
OLD DATA,.,644-ENDO,13310,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,33,33,.,VirtualPickTicket_791523.html,,,,83,,,
OLD DATA,.,644-ENDO,20658,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,16,16,.,VirtualPickTicket_791523.html,,,,84,,,
OLD DATA,.,644-ENDO,20943,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,8,0,.,VirtualPickTicket_791523.html,,,,85,,,
OLD DATA,.,644-ENDO,28624,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,2,2,.,VirtualPickTicket_791523.html,,,,86,,,
OLD DATA,.,644-ENDO,29451,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,5,5,.,VirtualPickTicket_791523.html,,,,87,,,
OLD DATA,.,644-ENDO,29999,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,6,6,.,VirtualPickTicket_791523.html,,,,88,,,
OLD DATA,.,644-ENDO,30082,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,24,24,.,VirtualPickTicket_791523.html,,,,89,,,
OLD DATA,.,644-ENDO,32527,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,1,1,.,VirtualPickTicket_791523.html,,,,90,,,
OLD DATA,.,644-ENDO,32528,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,1,1,.,VirtualPickTicket_791523.html,,,,91,,,
OLD DATA,.,644-ENDO,32529,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,3,3,.,VirtualPickTicket_791523.html,,,,92,,,
OLD DATA,.,644-ENDO,32530,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,1,1,.,VirtualPickTicket_791523.html,,,,93,,,
OLD DATA,.,644-ENDO,32712,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,13,13,.,VirtualPickTicket_791523.html,,,,94,,,
OLD DATA,.,644-ENDO,35165,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,4,4,.,VirtualPickTicket_791523.html,,,,95,,,
OLD DATA,.,644-ENDO,35355,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,57,60,.,VirtualPickTicket_791523.html,,,,96,,,
OLD DATA,.,644-ENDO,35486,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,90,90,.,VirtualPickTicket_791523.html,,,,97,,,
OLD DATA,.,644-ENDO,35847,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,9,10,.,VirtualPickTicket_791523.html,,,,98,,,
OLD DATA,.,644-ENDO,35848,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,10,10,.,VirtualPickTicket_791523.html,,,,99,,,
OLD DATA,.,644-ENDO,39203,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,20,20,.,VirtualPickTicket_791523.html,,,,100,,,
OLD DATA,.,644-ENDO,40307,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,60,60,.,VirtualPickTicket_791523.html,,,,101,,,
OLD DATA,.,644-ENDO,40796,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,28,28,.,VirtualPickTicket_791523.html,,,,102,,,
OLD DATA,.,644-ENDO,41594,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,5,5,.,VirtualPickTicket_791523.html,,,,103,,,
OLD DATA,.,644-ENDO,42373,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791523,25,25,.,VirtualPickTicket_791523.html,,,,104,,,
OLD DATA,.,644-CORE-4,2058,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,1,1,.,VirtualPickTicket_791524.html,,,,105,,,
OLD DATA,.,644-CORE-4,19898,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,4,4,.,VirtualPickTicket_791524.html,,,,106,,,
OLD DATA,.,644-CORE-4,21022,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,2,0,.,VirtualPickTicket_791524.html,,,,107,,,
OLD DATA,.,644-CORE-4,29684,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,2,0,.,VirtualPickTicket_791524.html,,,,108,,,
OLD DATA,.,644-CORE-4,48754,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,3,0,.,VirtualPickTicket_791524.html,,,,109,,,
OLD DATA,.,644-CORE-4,48755,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,2,0,.,VirtualPickTicket_791524.html,,,,110,,,
OLD DATA,.,644-CORE-4,48826,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791524,3,0,.,VirtualPickTicket_791524.html,,,,111,,,
OLD DATA,.,644-GIANES,1994,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,49,50,.,VirtualPickTicket_791525.html,,,,112,,,
OLD DATA,.,644-GIANES,29309,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,14,14,.,VirtualPickTicket_791525.html,,,,113,,,
OLD DATA,.,644-GIANES,38055,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,4,5,.,VirtualPickTicket_791525.html,,,,114,,,
OLD DATA,.,644-GIANES,38056,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,9,10,.,VirtualPickTicket_791525.html,,,,115,,,
OLD DATA,.,644-GIANES,38927,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,6,6,.,VirtualPickTicket_791525.html,,,,116,,,
OLD DATA,.,644-GIANES,41594,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,13,13,.,VirtualPickTicket_791525.html,,,,117,,,
OLD DATA,.,644-GIANES,50641,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791525,6,6,.,VirtualPickTicket_791525.html,,,,118,,,
OLD DATA,.,644-CORE-2,1890,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791526,1,1,.,VirtualPickTicket_791526.html,,,,119,,,
OLD DATA,.,644-CORE-2,2015,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791526,4,4,.,VirtualPickTicket_791526.html,,,,120,,,
OLD DATA,.,644-CORE-2,5638,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791526,2,2,.,VirtualPickTicket_791526.html,,,,121,,,
OLD DATA,.,644-CORE-2,48682,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791526,2,2,.,VirtualPickTicket_791526.html,,,,122,,,
OLD DATA,.,644-RT,236,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,11,11,.,VirtualPickTicket_791527.html,,,,123,,,
OLD DATA,.,644-RT,437,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,8,8,.,VirtualPickTicket_791527.html,,,,124,,,
OLD DATA,.,644-RT,1618,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,5,5,.,VirtualPickTicket_791527.html,,,,125,,,
OLD DATA,.,644-RT,2238,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,5,5,.,VirtualPickTicket_791527.html,,,,126,,,
OLD DATA,.,644-RT,5076,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,4,4,.,VirtualPickTicket_791527.html,,,,127,,,
OLD DATA,.,644-RT,9557,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,5,0,.,VirtualPickTicket_791527.html,,,,128,,,
OLD DATA,.,644-RT,18840,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,5,5,.,VirtualPickTicket_791527.html,,,,129,,,
OLD DATA,.,644-RT,23854,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,10,10,.,VirtualPickTicket_791527.html,,,,130,,,
OLD DATA,.,644-RT,31432,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,6,6,.,VirtualPickTicket_791527.html,,,,131,,,
OLD DATA,.,644-RT,41271,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,11,12,.,VirtualPickTicket_791527.html,,,,132,,,
OLD DATA,.,644-RT,41584,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,16,11,.,VirtualPickTicket_791527.html,,,,133,,,
OLD DATA,.,644-RT,59597,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,103,0,.,VirtualPickTicket_791527.html,,,,134,,,
OLD DATA,.,644-RT,60020,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791527,8,0,.,VirtualPickTicket_791527.html,,,,135,,,
OLD DATA,.,644-CORE-6,1914,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,8,8,.,VirtualPickTicket_791528.html,,,,136,,,
OLD DATA,.,644-CORE-6,1915,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,8,8,.,VirtualPickTicket_791528.html,,,,137,,,
OLD DATA,.,644-CORE-6,5595,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,10,10,.,VirtualPickTicket_791528.html,,,,138,,,
OLD DATA,.,644-CORE-6,6086,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,50,50,.,VirtualPickTicket_791528.html,,,,139,,,
OLD DATA,.,644-CORE-6,9333,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,1,1,.,VirtualPickTicket_791528.html,,,,140,,,
OLD DATA,.,644-CORE-6,9402,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,6,6,.,VirtualPickTicket_791528.html,,,,141,,,
OLD DATA,.,644-CORE-6,14313,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,1,1,.,VirtualPickTicket_791528.html,,,,142,,,
OLD DATA,.,644-CORE-6,14465,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,20,50,.,VirtualPickTicket_791528.html,,,,143,,,
OLD DATA,.,644-CORE-6,20128,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,3,3,.,VirtualPickTicket_791528.html,,,,144,,,
OLD DATA,.,644-CORE-6,20187,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,2,2,.,VirtualPickTicket_791528.html,,,,145,,,
OLD DATA,.,644-CORE-6,20188,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,1,11,.,VirtualPickTicket_791528.html,,,,146,,,
OLD DATA,.,644-CORE-6,20189,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,2,2,.,VirtualPickTicket_791528.html,,,,147,,,
OLD DATA,.,644-CORE-6,24486,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,2,2,.,VirtualPickTicket_791528.html,,,,148,,,
OLD DATA,.,644-CORE-6,27871,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,5,5,.,VirtualPickTicket_791528.html,,,,149,,,
OLD DATA,.,644-CORE-6,38101,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791528,2,2,.,VirtualPickTicket_791528.html,,,,150,,,
OLD DATA,.,644-ENT,6154,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791529,2,2,.,VirtualPickTicket_791529.html,,,,151,,,
OLD DATA,.,644-ENT,21022,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791529,1,0,.,VirtualPickTicket_791529.html,,,,152,,,
OLD DATA,.,644-ENT,30814,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791529,30,30,.,VirtualPickTicket_791529.html,,,,153,,,
OLD DATA,.,644-ENT,35785,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791529,1,1,.,VirtualPickTicket_791529.html,,,,154,,,
OLD DATA,.,644-ENT,37599,.,.,.,4/27/2026,.,.,.,.,.,.,.,.,.,.,.,.,791529,24,24,.,VirtualPickTicket_791529.html,,,,155,,,
